Crash Date,crashdate,MonthDay,dayofweek,year,month,day,week,TotalDeaths
2152007,2/15/07,215,Thursday,2007,2,15,7,77
2152008,2/15/08,215,Friday,2008,2,15,7,73
2152009,2/15/09,215,Sunday,2009,2,15,8,92
2152010,2/15/10,215,Monday,2010,2,15,8,59
2152011,2/15/11,215,Tuesday,2011,2,15,8,63
2152012,2/15/12,215,Wednesday,2012,2,15,8,81
2152013,2/15/13,215,Friday,2013,2,15,7,65
2152014,2/15/14,215,Saturday,2014,2,15,7,107
2152015,2/15/15,215,Sunday,2015,2,15,8,87
2152016,2/15/16,215,Monday,2016,2,15,8,85
2162006,2/16/06,216,Thursday,2006,2,16,8,86
2162007,2/16/07,216,Friday,2007,2,16,7,124
2162008,2/16/08,216,Saturday,2008,2,16,7,124
2162009,2/16/09,216,Monday,2009,2,16,8,66
2162010,2/16/10,216,Tuesday,2010,2,16,8,55
2162011,2/16/11,216,Wednesday,2011,2,16,8,59
2162012,2/16/12,216,Thursday,2012,2,16,8,76
2162013,2/16/13,216,Saturday,2013,2,16,7,93
2162014,2/16/14,216,Sunday,2014,2,16,8,72
2162015,2/16/15,216,Monday,2015,2,16,8,69
2162016,2/16/16,216,Tuesday,2016,2,16,8,70
2172006,2/17/06,217,Friday,2006,2,17,8,110
2172007,2/17/07,217,Saturday,2007,2,17,7,132
2172008,2/17/08,217,Sunday,2008,2,17,8,102
2172009,2/17/09,217,Tuesday,2009,2,17,8,77
2172010,2/17/10,217,Wednesday,2010,2,17,8,62
2172011,2/17/11,217,Thursday,2011,2,17,8,78
2172012,2/17/12,217,Friday,2012,2,17,8,79
2172013,2/17/13,217,Sunday,2013,2,17,8,86
2172014,2/17/14,217,Monday,2014,2,17,8,69
2172015,2/17/15,217,Tuesday,2015,2,17,8,76
2172016,2/17/16,217,Wednesday,2016,2,17,8,72
2182006,2/18/06,218,Saturday,2006,2,18,8,118
2182007,2/18/07,218,Sunday,2007,2,18,8,111
2182008,2/18/08,218,Monday,2008,2,18,8,78
2182009,2/18/09,218,Wednesday,2009,2,18,8,75
2182010,2/18/10,218,Thursday,2010,2,18,8,66
2182011,2/18/11,218,Friday,2011,2,18,8,84
2182012,2/18/12,218,Saturday,2012,2,18,8,114
2182013,2/18/13,218,Monday,2013,2,18,8,66
2182014,2/18/14,218,Tuesday,2014,2,18,8,45
2182015,2/18/15,218,Wednesday,2015,2,18,8,65
2182016,2/18/16,218,Thursday,2016,2,18,8,91
2192006,2/19/06,219,Sunday,2006,2,19,9,115
2192007,2/19/07,219,Monday,2007,2,19,8,92
2192008,2/19/08,219,Tuesday,2008,2,19,8,68
2192009,2/19/09,219,Thursday,2009,2,19,8,81
2192010,2/19/10,219,Friday,2010,2,19,8,64
2192011,2/19/11,219,Saturday,2011,2,19,8,99
2192012,2/19/12,219,Sunday,2012,2,19,9,85
2192013,2/19/13,219,Tuesday,2013,2,19,8,65
2192014,2/19/14,219,Wednesday,2014,2,19,8,61
2192015,2/19/15,219,Thursday,2015,2,19,8,51
2192016,2/19/16,219,Friday,2016,2,19,8,115
2202006,2/20/06,220,Monday,2006,2,20,9,97
2202007,2/20/07,220,Tuesday,2007,2,20,8,86
2202008,2/20/08,220,Wednesday,2008,2,20,8,68
2202009,2/20/09,220,Friday,2009,2,20,8,112
2202010,2/20/10,220,Saturday,2010,2,20,8,84
2202011,2/20/11,220,Sunday,2011,2,20,9,86
2202012,2/20/12,220,Monday,2012,2,20,9,70
2202013,2/20/13,220,Wednesday,2013,2,20,8,77
2202014,2/20/14,220,Thursday,2014,2,20,8,89
2202015,2/20/15,220,Friday,2015,2,20,8,90
2202016,2/20/16,220,Saturday,2016,2,20,8,140
2212006,2/21/06,221,Tuesday,2006,2,21,9,70
2212007,2/21/07,221,Wednesday,2007,2,21,8,98
2212008,2/21/08,221,Thursday,2008,2,21,8,90
2212009,2/21/09,221,Saturday,2009,2,21,8,93
2212010,2/21/10,221,Sunday,2010,2,21,9,66
2212011,2/21/11,221,Monday,2011,2,21,9,78
2212012,2/21/12,221,Tuesday,2012,2,21,9,58
2212013,2/21/13,221,Thursday,2013,2,21,8,57
2212014,2/21/14,221,Friday,2014,2,21,8,84
2212015,2/21/15,221,Saturday,2015,2,21,8,92
2212016,2/21/16,221,Sunday,2016,2,21,9,111
2222006,2/22/06,222,Wednesday,2006,2,22,9,65
2222007,2/22/07,222,Thursday,2007,2,22,8,87
2222008,2/22/08,222,Friday,2008,2,22,8,105
2222009,2/22/09,222,Sunday,2009,2,22,9,87
2222010,2/22/10,222,Monday,2010,2,22,9,66
2222011,2/22/11,222,Tuesday,2011,2,22,9,51
2222012,2/22/12,222,Wednesday,2012,2,22,9,87
2222013,2/22/13,222,Friday,2013,2,22,8,90
2222014,2/22/14,222,Saturday,2014,2,22,8,99
2222015,2/22/15,222,Sunday,2015,2,22,9,91
2222016,2/22/16,222,Monday,2016,2,22,9,94
2232006,2/23/06,223,Thursday,2006,2,23,9,89
2232007,2/23/07,223,Friday,2007,2,23,8,124
2232008,2/23/08,223,Saturday,2008,2,23,8,97
2232009,2/23/09,223,Monday,2009,2,23,9,49
2232010,2/23/10,223,Tuesday,2010,2,23,9,51
2232011,2/23/11,223,Wednesday,2011,2,23,9,77
2232012,2/23/12,223,Thursday,2012,2,23,9,90
2232013,2/23/13,223,Saturday,2013,2,23,8,88
2232014,2/23/14,223,Sunday,2014,2,23,9,96
2232015,2/23/15,223,Monday,2015,2,23,9,65
2232016,2/23/16,223,Tuesday,2016,2,23,9,67
2242006,2/24/06,224,Friday,2006,2,24,9,92
2242007,2/24/07,224,Saturday,2007,2,24,8,156
2242008,2/24/08,224,Sunday,2008,2,24,9,108
2242009,2/24/09,224,Tuesday,2009,2,24,9,83
2242010,2/24/10,224,Wednesday,2010,2,24,9,53
2242011,2/24/11,224,Thursday,2011,2,24,9,61
2242012,2/24/12,224,Friday,2012,2,24,9,95
2242013,2/24/13,224,Sunday,2013,2,24,9,70
2242014,2/24/14,224,Monday,2014,2,24,9,69
2242015,2/24/15,224,Tuesday,2015,2,24,9,57
2242016,2/24/16,224,Wednesday,2016,2,24,9,79
2252006,2/25/06,225,Saturday,2006,2,25,9,152
2252007,2/25/07,225,Sunday,2007,2,25,9,117
2252008,2/25/08,225,Monday,2008,2,25,9,76
2252009,2/25/09,225,Wednesday,2009,2,25,9,85
2252010,2/25/10,225,Thursday,2010,2,25,9,57
2252011,2/25/11,225,Friday,2011,2,25,9,73
2252012,2/25/12,225,Saturday,2012,2,25,9,99
2252013,2/25/13,225,Monday,2013,2,25,9,68
2252014,2/25/14,225,Tuesday,2014,2,25,9,53
2252015,2/25/15,225,Wednesday,2015,2,25,9,54
2252016,2/25/16,225,Thursday,2016,2,25,9,82
2262006,2/26/06,226,Sunday,2006,2,26,10,108
2262007,2/26/07,226,Monday,2007,2,26,9,78
2262008,2/26/08,226,Tuesday,2008,2,26,9,60
2262009,2/26/09,226,Thursday,2009,2,26,9,88
2262010,2/26/10,226,Friday,2010,2,26,9,62
2262011,2/26/11,226,Saturday,2011,2,26,9,84
2262012,2/26/12,226,Sunday,2012,2,26,10,88
2262013,2/26/13,226,Tuesday,2013,2,26,9,61
2262014,2/26/14,226,Wednesday,2014,2,26,9,67
2262015,2/26/15,226,Thursday,2015,2,26,9,61
2262016,2/26/16,226,Friday,2016,2,26,9,82
2272006,2/27/06,227,Monday,2006,2,27,10,79
2272007,2/27/07,227,Tuesday,2007,2,27,9,91
2272008,2/27/08,227,Wednesday,2008,2,27,9,56
2272009,2/27/09,227,Friday,2009,2,27,9,106
2272010,2/27/10,227,Saturday,2010,2,27,9,92
2272011,2/27/11,227,Sunday,2011,2,27,10,75
2272012,2/27/12,227,Monday,2012,2,27,10,74
2272013,2/27/13,227,Wednesday,2013,2,27,9,78
2272014,2/27/14,227,Thursday,2014,2,27,9,72
2272015,2/27/15,227,Friday,2015,2,27,9,70
2272016,2/27/16,227,Saturday,2016,2,27,9,99
2282006,2/28/06,228,Tuesday,2006,2,28,10,86
2282007,2/28/07,228,Wednesday,2007,2,28,9,79
2282008,2/28/08,228,Thursday,2008,2,28,9,78
2282009,2/28/09,228,Saturday,2009,2,28,9,114
2282010,2/28/10,228,Sunday,2010,2,28,10,73
2282011,2/28/11,228,Monday,2011,2,28,10,51
2282012,2/28/12,228,Tuesday,2012,2,28,10,64
2282013,2/28/13,228,Thursday,2013,2,28,9,80
2282014,2/28/14,228,Friday,2014,2,28,9,97
2282015,2/28/15,228,Saturday,2015,2,28,9,90
2282016,2/28/16,228,Sunday,2016,2,28,10,111
2292008,2/29/08,229,Friday,2008,2,29,9,95
2292012,2/29/12,229,Wednesday,2012,2,29,10,80
2292016,2/29/16,229,Monday,2016,2,29,10,83
3012006,3/1/06,301,Wednesday,2006,3,1,10,96
3012007,3/1/07,301,Thursday,2007,3,1,9,93
3012008,3/1/08,301,Saturday,2008,3,1,9,110
3012009,3/1/09,301,Sunday,2009,3,1,10,119
3012010,3/1/10,301,Monday,2010,3,1,10,68
3012011,3/1/11,301,Tuesday,2011,3,1,10,58
3012012,3/1/12,301,Thursday,2012,3,1,10,80
3012013,3/1/13,301,Friday,2013,3,1,9,84
3012014,3/1/14,301,Saturday,2014,3,1,9,107
3012015,3/1/15,301,Sunday,2015,3,1,10,89
3012016,3/1/16,301,Tuesday,2016,3,1,10,87
3022006,3/2/06,302,Thursday,2006,3,2,10,113
3022007,3/2/07,302,Friday,2007,3,2,9,139
3022008,3/2/08,302,Sunday,2008,3,2,10,116
3022009,3/2/09,302,Monday,2009,3,2,10,66
3022010,3/2/10,302,Tuesday,2010,3,2,10,48
3022011,3/2/11,302,Wednesday,2011,3,2,10,67
3022012,3/2/12,302,Friday,2012,3,2,10,85
3022013,3/2/13,302,Saturday,2013,3,2,9,96
3022014,3/2/14,302,Sunday,2014,3,2,10,73
3022015,3/2/15,302,Monday,2015,3,2,10,74
3022016,3/2/16,302,Wednesday,2016,3,2,10,78
3032006,3/3/06,303,Friday,2006,3,3,10,94
3032007,3/3/07,303,Saturday,2007,3,3,9,124
3032008,3/3/08,303,Monday,2008,3,3,10,77
3032009,3/3/09,303,Tuesday,2009,3,3,10,59
3032010,3/3/10,303,Wednesday,2010,3,3,10,48
3032011,3/3/11,303,Thursday,2011,3,3,10,76
3032012,3/3/12,303,Saturday,2012,3,3,10,94
3032013,3/3/13,303,Sunday,2013,3,3,10,102
3032014,3/3/14,303,Monday,2014,3,3,10,81
3032015,3/3/15,303,Tuesday,2015,3,3,10,75
3032016,3/3/16,303,Thursday,2016,3,3,10,77
3042006,3/4/06,304,Saturday,2006,3,4,10,126
3042007,3/4/07,304,Sunday,2007,3,4,10,100
3042008,3/4/08,304,Tuesday,2008,3,4,10,72
3042009,3/4/09,304,Wednesday,2009,3,4,10,67
3042010,3/4/10,304,Thursday,2010,3,4,10,65
3042011,3/4/11,304,Friday,2011,3,4,10,92
3042012,3/4/12,304,Sunday,2012,3,4,11,95
3042013,3/4/13,304,Monday,2013,3,4,10,70
3042014,3/4/14,304,Tuesday,2014,3,4,10,51
3042015,3/4/15,304,Wednesday,2015,3,4,10,82
3042016,3/4/16,304,Friday,2016,3,4,10,119
3052006,3/5/06,305,Sunday,2006,3,5,11,136
3052007,3/5/07,305,Monday,2007,3,5,10,117
3052008,3/5/08,305,Wednesday,2008,3,5,10,64
3052009,3/5/09,305,Thursday,2009,3,5,10,66
3052010,3/5/10,305,Friday,2010,3,5,10,66
3052011,3/5/11,305,Saturday,2011,3,5,10,112
3052012,3/5/12,305,Monday,2012,3,5,11,76
3052013,3/5/13,305,Tuesday,2013,3,5,10,75
3052014,3/5/14,305,Wednesday,2014,3,5,10,58
3052015,3/5/15,305,Thursday,2015,3,5,10,77
3052016,3/5/16,305,Saturday,2016,3,5,10,107
3062006,3/6/06,306,Monday,2006,3,6,11,101
3062007,3/6/07,306,Tuesday,2007,3,6,10,84
3062008,3/6/08,306,Thursday,2008,3,6,10,73
3062009,3/6/09,306,Friday,2009,3,6,10,95
3062010,3/6/10,306,Saturday,2010,3,6,10,112
3062011,3/6/11,306,Sunday,2011,3,6,11,100
3062012,3/6/12,306,Tuesday,2012,3,6,11,76
3062013,3/6/13,306,Wednesday,2013,3,6,10,62
3062014,3/6/14,306,Thursday,2014,3,6,10,76
3062015,3/6/15,306,Friday,2015,3,6,10,107
3062016,3/6/16,306,Sunday,2016,3,6,11,125
3072006,3/7/06,307,Tuesday,2006,3,7,11,86
3072007,3/7/07,307,Wednesday,2007,3,7,10,112
3072008,3/7/08,307,Friday,2008,3,7,10,89
3072009,3/7/09,307,Saturday,2009,3,7,10,142
3072010,3/7/10,307,Sunday,2010,3,7,11,79
3072011,3/7/11,307,Monday,2011,3,7,11,76
3072012,3/7/12,307,Wednesday,2012,3,7,11,89
3072013,3/7/13,307,Thursday,2013,3,7,10,75
3072014,3/7/14,307,Friday,2014,3,7,10,90
3072015,3/7/15,307,Saturday,2015,3,7,10,104
3072016,3/7/16,307,Monday,2016,3,7,11,79
3082006,3/8/06,308,Wednesday,2006,3,8,11,82
3082007,3/8/07,308,Thursday,2007,3,8,10,75
3082008,3/8/08,308,Saturday,2008,3,8,10,94
3082009,3/8/09,308,Sunday,2009,3,8,11,108
3082010,3/8/10,308,Monday,2010,3,8,11,63
3082011,3/8/11,308,Tuesday,2011,3,8,11,57
3082012,3/8/12,308,Thursday,2012,3,8,11,65
3082013,3/8/13,308,Friday,2013,3,8,10,80
3082014,3/8/14,308,Saturday,2014,3,8,10,100
3082015,3/8/15,308,Sunday,2015,3,8,11,86
3082016,3/8/16,308,Tuesday,2016,3,8,11,65
3092006,3/9/06,309,Thursday,2006,3,9,11,89
3092007,3/9/07,309,Friday,2007,3,9,10,125
3092008,3/9/08,309,Sunday,2008,3,9,11,81
3092009,3/9/09,309,Monday,2009,3,9,11,83
3092010,3/9/10,309,Tuesday,2010,3,9,11,57
3092011,3/9/11,309,Wednesday,2011,3,9,11,72
3092012,3/9/12,309,Friday,2012,3,9,11,88
3092013,3/9/13,309,Saturday,2013,3,9,10,84
3092014,3/9/14,309,Sunday,2014,3,9,11,88
3092015,3/9/15,309,Monday,2015,3,9,11,94
3092016,3/9/16,309,Wednesday,2016,3,9,11,84
3102006,3/10/06,310,Friday,2006,3,10,11,121
3102007,3/10/07,310,Saturday,2007,3,10,10,142
3102008,3/10/08,310,Monday,2008,3,10,11,62
3102009,3/10/09,310,Tuesday,2009,3,10,11,67
3102010,3/10/10,310,Wednesday,2010,3,10,11,67
3102011,3/10/11,310,Thursday,2011,3,10,11,66
3102012,3/10/12,310,Saturday,2012,3,10,11,98
3102013,3/10/13,310,Sunday,2013,3,10,11,112
3102014,3/10/14,310,Monday,2014,3,10,11,73
3102015,3/10/15,310,Tuesday,2015,3,10,11,69
3102016,3/10/16,310,Thursday,2016,3,10,11,94
3112006,3/11/06,311,Saturday,2006,3,11,11,161
3112007,3/11/07,311,Sunday,2007,3,11,11,143
3112008,3/11/08,311,Tuesday,2008,3,11,11,73
3112009,3/11/09,311,Wednesday,2009,3,11,11,75
3112010,3/11/10,311,Thursday,2010,3,11,11,68
3112011,3/11/11,311,Friday,2011,3,11,11,78
3112012,3/11/12,311,Sunday,2012,3,11,12,92
3112013,3/11/13,311,Monday,2013,3,11,11,84
3112014,3/11/14,311,Tuesday,2014,3,11,11,88
3112015,3/11/15,311,Wednesday,2015,3,11,11,78
3112016,3/11/16,311,Friday,2016,3,11,11,103
3122006,3/12/06,312,Sunday,2006,3,12,12,108
3122007,3/12/07,312,Monday,2007,3,12,11,91
3122008,3/12/08,312,Wednesday,2008,3,12,11,61
3122009,3/12/09,312,Thursday,2009,3,12,11,76
3122010,3/12/10,312,Friday,2010,3,12,11,77
3122011,3/12/11,312,Saturday,2011,3,12,11,116
3122012,3/12/12,312,Monday,2012,3,12,12,73
3122013,3/12/13,312,Tuesday,2013,3,12,11,82
3122014,3/12/14,312,Wednesday,2014,3,12,11,70
3122015,3/12/15,312,Thursday,2015,3,12,11,65
3122016,3/12/16,312,Saturday,2016,3,12,11,114
3132006,3/13/06,313,Monday,2006,3,13,12,65
3132007,3/13/07,313,Tuesday,2007,3,13,11,119
3132008,3/13/08,313,Thursday,2008,3,13,11,78
3132009,3/13/09,313,Friday,2009,3,13,11,88
3132010,3/13/10,313,Saturday,2010,3,13,11,77
3132011,3/13/11,313,Sunday,2011,3,13,12,81
3132012,3/13/12,313,Tuesday,2012,3,13,12,71
3132013,3/13/13,313,Wednesday,2013,3,13,11,82
3132014,3/13/14,313,Thursday,2014,3,13,11,62
3132015,3/13/15,313,Friday,2015,3,13,11,100
3132016,3/13/16,313,Sunday,2016,3,13,12,108
3142006,3/14/06,314,Tuesday,2006,3,14,12,81
3142007,3/14/07,314,Wednesday,2007,3,14,11,108
3142008,3/14/08,314,Friday,2008,3,14,11,83
3142009,3/14/09,314,Saturday,2009,3,14,11,99
3142010,3/14/10,314,Sunday,2010,3,14,12,72
3142011,3/14/11,314,Monday,2011,3,14,12,73
3142012,3/14/12,314,Wednesday,2012,3,14,12,81
3142013,3/14/13,314,Thursday,2013,3,14,11,63
3142014,3/14/14,314,Friday,2014,3,14,11,82
3142015,3/14/15,314,Saturday,2015,3,14,11,105
3142016,3/14/16,314,Monday,2016,3,14,12,85
3152006,3/15/06,315,Wednesday,2006,3,15,12,74
3152007,3/15/07,315,Thursday,2007,3,15,11,107
3152008,3/15/08,315,Saturday,2008,3,15,11,97
3152009,3/15/09,315,Sunday,2009,3,15,12,97
3152010,3/15/10,315,Monday,2010,3,15,12,60
3152011,3/15/11,315,Tuesday,2011,3,15,12,53
3152012,3/15/12,315,Thursday,2012,3,15,12,85
3152013,3/15/13,315,Friday,2013,3,15,11,91
3152014,3/15/14,315,Saturday,2014,3,15,11,95
3152015,3/15/15,315,Sunday,2015,3,15,12,112
3152016,3/15/16,315,Tuesday,2016,3,15,12,85
3162006,3/16/06,316,Thursday,2006,3,16,12,72
3162007,3/16/07,316,Friday,2007,3,16,11,154
3162008,3/16/08,316,Sunday,2008,3,16,12,103
3162009,3/16/09,316,Monday,2009,3,16,12,86
3162010,3/16/10,316,Tuesday,2010,3,16,12,53
3162011,3/16/11,316,Wednesday,2011,3,16,12,67
3162012,3/16/12,316,Friday,2012,3,16,12,115
3162013,3/16/13,316,Saturday,2013,3,16,11,116
3162014,3/16/14,316,Sunday,2014,3,16,12,71
3162015,3/16/15,316,Monday,2015,3,16,12,93
3162016,3/16/16,316,Wednesday,2016,3,16,12,90
3172006,3/17/06,317,Friday,2006,3,17,12,114
3172007,3/17/07,317,Saturday,2007,3,17,11,126
3172008,3/17/08,317,Monday,2008,3,17,12,86
3172009,3/17/09,317,Tuesday,2009,3,17,12,68
3172010,3/17/10,317,Wednesday,2010,3,17,12,93
3172011,3/17/11,317,Thursday,2011,3,17,12,79
3172012,3/17/12,317,Saturday,2012,3,17,12,124
3172013,3/17/13,317,Sunday,2013,3,17,12,87
3172014,3/17/14,317,Monday,2014,3,17,12,78
3172015,3/17/15,317,Tuesday,2015,3,17,12,84
3172016,3/17/16,317,Thursday,2016,3,17,12,104
3182006,3/18/06,318,Saturday,2006,3,18,12,106
3182007,3/18/07,318,Sunday,2007,3,18,12,119
3182008,3/18/08,318,Tuesday,2008,3,18,12,64
3182009,3/18/09,318,Wednesday,2009,3,18,12,70
3182010,3/18/10,318,Thursday,2010,3,18,12,81
3182011,3/18/11,318,Friday,2011,3,18,12,109
3182012,3/18/12,318,Sunday,2012,3,18,13,122
3182013,3/18/13,318,Monday,2013,3,18,12,81
3182014,3/18/14,318,Tuesday,2014,3,18,12,88
3182015,3/18/15,318,Wednesday,2015,3,18,12,72
3182016,3/18/16,318,Friday,2016,3,18,12,80
3192006,3/19/06,319,Sunday,2006,3,19,13,126
3192007,3/19/07,319,Monday,2007,3,19,12,93
3192008,3/19/08,319,Wednesday,2008,3,19,12,70
3192009,3/19/09,319,Thursday,2009,3,19,12,62
3192010,3/19/10,319,Friday,2010,3,19,12,93
3192011,3/19/11,319,Saturday,2011,3,19,12,118
3192012,3/19/12,319,Monday,2012,3,19,13,69
3192013,3/19/13,319,Tuesday,2013,3,19,12,75
3192014,3/19/14,319,Wednesday,2014,3,19,12,46
3192015,3/19/15,319,Thursday,2015,3,19,12,67
3192016,3/19/16,319,Saturday,2016,3,19,12,105
3202006,3/20/06,320,Monday,2006,3,20,13,71
3202007,3/20/07,320,Tuesday,2007,3,20,12,67
3202008,3/20/08,320,Thursday,2008,3,20,12,79
3202009,3/20/09,320,Friday,2009,3,20,12,82
3202010,3/20/10,320,Saturday,2010,3,20,12,96
3202011,3/20/11,320,Sunday,2011,3,20,13,95
3202012,3/20/12,320,Tuesday,2012,3,20,13,60
3202013,3/20/13,320,Wednesday,2013,3,20,12,66
3202014,3/20/14,320,Thursday,2014,3,20,12,86
3202015,3/20/15,320,Friday,2015,3,20,12,95
3202016,3/20/16,320,Sunday,2016,3,20,13,89
3212006,3/21/06,321,Tuesday,2006,3,21,13,75
3212007,3/21/07,321,Wednesday,2007,3,21,12,94
3212008,3/21/08,321,Friday,2008,3,21,12,88
3212009,3/21/09,321,Saturday,2009,3,21,12,115
3212010,3/21/10,321,Sunday,2010,3,21,13,72
3212011,3/21/11,321,Monday,2011,3,21,13,71
3212012,3/21/12,321,Wednesday,2012,3,21,13,79
3212013,3/21/13,321,Thursday,2013,3,21,12,76
3212014,3/21/14,321,Friday,2014,3,21,12,99
3212015,3/21/15,321,Saturday,2015,3,21,12,105
3212016,3/21/16,321,Monday,2016,3,21,13,107
3222006,3/22/06,322,Wednesday,2006,3,22,13,86
3222007,3/22/07,322,Thursday,2007,3,22,12,92
3222008,3/22/08,322,Saturday,2008,3,22,12,117
3222009,3/22/09,322,Sunday,2009,3,22,13,105
3222010,3/22/10,322,Monday,2010,3,22,13,41
3222011,3/22/11,322,Tuesday,2011,3,22,13,80
3222012,3/22/12,322,Thursday,2012,3,22,13,69
3222013,3/22/13,322,Friday,2013,3,22,12,82
3222014,3/22/14,322,Saturday,2014,3,22,12,102
3222015,3/22/15,322,Sunday,2015,3,22,13,88
3222016,3/22/16,322,Tuesday,2016,3,22,13,62
3232006,3/23/06,323,Thursday,2006,3,23,13,82
3232007,3/23/07,323,Friday,2007,3,23,12,119
3232008,3/23/08,323,Sunday,2008,3,23,13,67
3232009,3/23/09,323,Monday,2009,3,23,13,69
3232010,3/23/10,323,Tuesday,2010,3,23,13,61
3232011,3/23/11,323,Wednesday,2011,3,23,13,80
3232012,3/23/12,323,Friday,2012,3,23,13,96
3232013,3/23/13,323,Saturday,2013,3,23,12,122
3232014,3/23/14,323,Sunday,2014,3,23,13,83
3232015,3/23/15,323,Monday,2015,3,23,13,70
3232016,3/23/16,323,Wednesday,2016,3,23,13,83
3242006,3/24/06,324,Friday,2006,3,24,13,97
3242007,3/24/07,324,Saturday,2007,3,24,12,149
3242008,3/24/08,324,Monday,2008,3,24,13,63
3242009,3/24/09,324,Tuesday,2009,3,24,13,74
3242010,3/24/10,324,Wednesday,2010,3,24,13,61
3242011,3/24/11,324,Thursday,2011,3,24,13,63
3242012,3/24/12,324,Saturday,2012,3,24,13,108
3242013,3/24/13,324,Sunday,2013,3,24,13,69
3242014,3/24/14,324,Monday,2014,3,24,13,64
3242015,3/24/15,324,Tuesday,2015,3,24,13,68
3242016,3/24/16,324,Thursday,2016,3,24,13,106
3252006,3/25/06,325,Saturday,2006,3,25,13,129
3252007,3/25/07,325,Sunday,2007,3,25,13,115
3252008,3/25/08,325,Tuesday,2008,3,25,13,84
3252009,3/25/09,325,Wednesday,2009,3,25,13,49
3252010,3/25/10,325,Thursday,2010,3,25,13,75
3252011,3/25/11,325,Friday,2011,3,25,13,70
3252012,3/25/12,325,Sunday,2012,3,25,14,101
3252013,3/25/13,325,Monday,2013,3,25,13,64
3252014,3/25/14,325,Tuesday,2014,3,25,13,54
3252015,3/25/15,325,Wednesday,2015,3,25,13,81
3252016,3/25/16,325,Friday,2016,3,25,13,99
3262006,3/26/06,326,Sunday,2006,3,26,14,110
3262007,3/26/07,326,Monday,2007,3,26,13,97
3262008,3/26/08,326,Wednesday,2008,3,26,13,68
3262009,3/26/09,326,Thursday,2009,3,26,13,68
3262010,3/26/10,326,Friday,2010,3,26,13,81
3262011,3/26/11,326,Saturday,2011,3,26,13,107
3262012,3/26/12,326,Monday,2012,3,26,14,62
3262013,3/26/13,326,Tuesday,2013,3,26,13,65
3262014,3/26/14,326,Wednesday,2014,3,26,13,73
3262015,3/26/15,326,Thursday,2015,3,26,13,76
3262016,3/26/16,326,Saturday,2016,3,26,13,124
3272006,3/27/06,327,Monday,2006,3,27,14,88
3272007,3/27/07,327,Tuesday,2007,3,27,13,74
3272008,3/27/08,327,Thursday,2008,3,27,13,87
3272009,3/27/09,327,Friday,2009,3,27,13,95
3272010,3/27/10,327,Saturday,2010,3,27,13,91
3272011,3/27/11,327,Sunday,2011,3,27,14,70
3272012,3/27/12,327,Tuesday,2012,3,27,14,57
3272013,3/27/13,327,Wednesday,2013,3,27,13,57
3272014,3/27/14,327,Thursday,2014,3,27,13,60
3272015,3/27/15,327,Friday,2015,3,27,13,74
3272016,3/27/16,327,Sunday,2016,3,27,14,100
3282006,3/28/06,328,Tuesday,2006,3,28,14,76
3282007,3/28/07,328,Wednesday,2007,3,28,13,105
3282008,3/28/08,328,Friday,2008,3,28,13,94
3282009,3/28/09,328,Saturday,2009,3,28,13,121
3282010,3/28/10,328,Sunday,2010,3,28,14,84
3282011,3/28/11,328,Monday,2011,3,28,14,56
3282012,3/28/12,328,Wednesday,2012,3,28,14,67
3282013,3/28/13,328,Thursday,2013,3,28,13,63
3282014,3/28/14,328,Friday,2014,3,28,13,77
3282015,3/28/15,328,Saturday,2015,3,28,13,92
3282016,3/28/16,328,Monday,2016,3,28,14,94
3292006,3/29/06,329,Wednesday,2006,3,29,14,76
3292007,3/29/07,329,Thursday,2007,3,29,13,83
3292008,3/29/08,329,Saturday,2008,3,29,13,114
3292009,3/29/09,329,Sunday,2009,3,29,14,91
3292010,3/29/10,329,Monday,2010,3,29,14,67
3292011,3/29/11,329,Tuesday,2011,3,29,14,66
3292012,3/29/12,329,Thursday,2012,3,29,14,85
3292013,3/29/13,329,Friday,2013,3,29,13,95
3292014,3/29/14,329,Saturday,2014,3,29,13,104
3292015,3/29/15,329,Sunday,2015,3,29,14,90
3292016,3/29/16,329,Tuesday,2016,3,29,14,76
3302006,3/30/06,330,Thursday,2006,3,30,14,88
3302007,3/30/07,330,Friday,2007,3,30,13,112
3302008,3/30/08,330,Sunday,2008,3,30,14,72
3302009,3/30/09,330,Monday,2009,3,30,14,65
3302010,3/30/10,330,Tuesday,2010,3,30,14,69
3302011,3/30/11,330,Wednesday,2011,3,30,14,67
3302012,3/30/12,330,Friday,2012,3,30,14,103
3302013,3/30/13,330,Saturday,2013,3,30,13,140
3302014,3/30/14,330,Sunday,2014,3,30,14,102
3302015,3/30/15,330,Monday,2015,3,30,14,70
3302016,3/30/16,330,Wednesday,2016,3,30,14,89
3312006,3/31/06,331,Friday,2006,3,31,14,113
3312007,3/31/07,331,Saturday,2007,3,31,13,152
3312008,3/31/08,331,Monday,2008,3,31,14,63
3312009,3/31/09,331,Tuesday,2009,3,31,14,58
3312010,3/31/10,331,Wednesday,2010,3,31,14,68
3312011,3/31/11,331,Thursday,2011,3,31,14,65
3312012,3/31/12,331,Saturday,2012,3,31,14,127
3312013,3/31/13,331,Sunday,2013,3,31,14,104
3312014,3/31/14,331,Monday,2014,3,31,14,57
3312015,3/31/15,331,Tuesday,2015,3,31,14,83
3312016,3/31/16,331,Thursday,2016,3,31,14,111
4012006,4/1/06,401,Saturday,2006,4,1,14,126
